Ano,Natureza,Via,TRL,Projeto,Instituição,Setor,Segmento,Receita,Coordenador,Unidade,Cidade,Região,Bolsas de Graduação,Bolsas de Mestrado,Bolsas de Doutorado,Bolsas de Pesquisadores,Bolsas de Coordenador,Bolsas de Nível Médio/Aprendiz,Bolsas de Professores,Total de Bolsas,Vigência,,Vigente,SEI
2024,PD&I,UPE,4,UTILIZAÇÃO DE SMART CONTRACTS EM BLOCKCHAIN NA ESFERA JURÍDICA 11.0,NEUROLAW DESENVOLVIMENTO DE TECNOLOGIA LTDA.,PRIVADO,TECNOLOGIA DA INFORMAÇÃO,"R$ 187.740,00",BRUNO JOSÉ TORRES FERNANDES,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,NÃO INFORMADO,NÃO INFORMADO,NÃO VIGENTE,NÃO INFORMADO
2024,PD&I,UPE,NÃO INFORMADO,SERVIDORES,SAD/TD,PÚBLICO,GESTÃO PÚBLICA,"R$ 783.529,41",EDUARDO CARDOSO GONÇALVES,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,NÃO INFORMADO,NÃO INFORMADO,NÃO VIGENTE,NÃO INFORMADO
2024,PD&I,IAUPE,3,INOVAÇÃO EM GERENCIAMENTO DE RISCOS E SEGURANÇA DO TRABALHO NA CONSTRUÇÃO DE EDIFÍCIOS RESIDENCIAIS MULTIFAMILIAR,CONSTRUTORA CETA INCORPORAÇÃO E CONSTRUÇÕES LTDA,PRIVADO,CONSTRUÇÃO CIVIL,"R$ 76.000,00",FELIPE MENDES DA CRUZ,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,01/10/2024,31/03/2026,NÃO VIGENTE,0040610072.000063/2024-34
2024,PD&I,IAUPE,3,INOVAÇÃO EM GERENCIAMENTO DE RISCOS E SEGURANÇA DO TRABALHO NA PRODUÇÃO DE AÇÚCAR E ÁLCOOL,USINA UNIÃO INDUSTRIA,PRIVADO,INDÚSTRIA ALCOOLQUÍMICA,"R$ 99.000,00",FELIPE MENDES DA CRUZ,NÃO INFORMADO,PRIMAVERA - PE,MATA SUL,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,01/09/2024,28/02/2026,NÃO VIGENTE,0040610072.000061/2024-45
2024,PD&I,IAUPE,NÃO INFORMADO,DESENVOLVIMENTO DE PROJETOS INOVADORES ENTRE OS PARTÍCIPES.,UNIVERSIDADE ESTADUAL DO VALE DO ACARAÚ,PÚBLICO,EDUCAÇÃO,"R$ 0,00",PABLO AURÉLIO PINTO,NÃO INFORMADO,BETÂNIA - CE,EXTERNO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,25/10/2024,25/10/2026,VIGENTE,0040610072.000073/2024-70
2024,PD&I,IAUPE,NÃO INFORMADO,TERMO DE CONFIABILIDADE (NDA),STELLANTIS,PRIVADO,INDÚSTRIA AUTOMOTIVA,"R$ 0,00",ALEXANDRE MAGNO ANDRADE MACIEL,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,NÃO INFORMADO,NÃO INFORMADO,NÃO VIGENTE,0040610072.000055/2024-98
2024,PD&I,IAUPE,NÃO INFORMADO,IMPLANTAÇÃO DO PROGRAMA DE NAVEGAÇÃO PARA IDOSOS DE COR OU RAÇA PRETA COM CÂNCER DE MAMA OU PRÓSTATA NO HOSPITAL UNIVERSITÁRIO OSWALDO CRUZ,HOSPITAL UNIVERSITÁRIO OSWALDO CRUZ,PÚBLICO,SETOR HOSPITALAR,"R$ 763.150,00",FÁBIA MARIA DE LIMA,HUOC,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,11/2023,31/12/2026,VIGENTE,0040610072.000013/2024-57
2024,PD&I,IAUPE,6,RECFACE 2 - INVESTIGAÇÃO DE PLATAFORMAS PARA RECONHECIMENTO FACIAL,PUMATRONIX EQUIPAMENTOS ELETRÔNICOS LTDA.,PRIVADO,TECNOLOGIA DA INFORMAÇÃO,"R$ 284.000,00",ALEXANDRE MAGNO ANDRADE MACIEL,NÃO INFORMADO,CURITIBA - PR,EXTERNO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,01/08/2024,09/11/2025,NÃO VIGENTE,0040610072.000104/2023-10
2024,PD&I,IAUPE,0,RETOPOLOGIA DE MODELOS TRIDIMENSIONAIS COM APRENDIZAGEM PROFUNDA,FOXCONN,PRIVADO,INDÚSTRIA DE ELETRÔNICOS,"R$ 483.750,00",BRUNO JOSÉ TORRES FERNANDES,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,02/12/2024,31/07/2025,NÃO VIGENTE,0040610072.000078/2024-01
NÃO INFORMADO,PD&I,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,FUNDAÇÃO PARA INOVAÇÕES TECNOLÓGICAS - FITEC,PRIVADO,PESQUISA E DESENVOLVIMENTO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
2024,PD&I,IAUPE,9,ANÁLISE DE INVERSORES DE FREQUÊNCIA SUBMETIDOS A IMPULSOS TRANSITÓRIOS E SOBRETENSÕES TEMPORÁRIAS,"CLAMPER INDÚSTRIA E
COMÉRCIO S.A",PRIVADO,INDÚSTRIA DE ELETRÔNICOS,"R$ 324.250,00",GUSTAVO OLIVEIRA CAVALCANTI,NÃO INFORMADO,LAGOA SANTA - MG,EXTERNO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,09/12/2024,09/08/2025,NÃO VIGENTE,0040610072.000077/2024-58
2024,PD&I,IAUPE,7,NATTO DIGITAL: MODELAGEM DE ARQUITETURA DE VISÃO COMPUTACIONAL,NOTARO ALIMENTOS LTDA.,PRIVADO,INDÚSTRIA ALIMENTÍCEA,"R$ 60.000,00",BRUNO JOSÉ TORRES FERNANDES,NÃO INFORMADO,BELO JARDIM - PE,AGRESTE CENTRAL,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,01/12/2024,28/02/2025,NÃO VIGENTE,0040610072.000079/2024-47
2024,PD&I,IAUPE,9,"DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO DAS VEDAÇÕES VERTICAIS DE EDIFICAÇÃO DE MÚLTIPLOS PAVIMENTOS: RACIONALIZAÇÃO CONSTRUTIVA, BIM E DRYWALL",ARTSTAY EMPREENDIMENTOS,PRIVADO,SETOR IMOBILIÁRIO,"R$ 13.350,00",ALBERTO CASADO LORDSLEEM JÚNIOR,NÃO INFORMADO,CARUARU - PE,AGRESTE CENTRAL,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,05/12/2024,05/05/2025,NÃO VIGENTE,0040610072.000080/2024-71
2024,PD&I,IAUPE,9,"DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO DAS VEDAÇÕES VERTICAIS DE EDIFICAÇÃO DE MÚLTIPLOS PAVIMENTOS: RACIONALIZAÇÃO CONSTRUTIVA, BIM E DRYWALL",GB CARAPUCEIRO EMPREENDIMENTOS IMOBILIÁRIOS S.A,PRIVADO,SETOR IMOBILIÁRIO,"R$ 13.800,00",ALBERTO CASADO LORDSLEEM JÚNIOR,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,01/12/2024,31/05/2025,NÃO VIGENTE,0040610072.000085/2024-02
2025,PD&I,IAUPE,7,CHLORUM DIGITAL FASE 2: TRANSPARÊNCIA E PREVISIBILIDADE NA INDÚSTRIA,CAPE IGARASSU INDÚSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA.,PRIVADO,INDÚSTRIA QUÍMICA,"R$ 627.833,63",GILBERTO DÊNIS DE SOUZA LEITE FILHO,NÃO INFORMADO,IGARASSU - PE,RMR - NÚCLEO NORTE,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,02/01/2025,31/03/2026,NÃO VIGENTE,0040610072.000084/2024-50
2025,PD&I,IAUPE,8,ROCA DIGITAL - FASE 3: MELHORAR A PERFORMANCE A PARTIR DO USO INTENSIVO DE DADOS,ROCA SANITÁRIOS BRASIL LTDA.,PRIVADO,INDÚSTRIA DE PRODUTOS SANITÁRIOS,"R$ 274.268,17",GILBERTO DÊNIS DE SOUZA LEITE FILHO,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,01/01/2025,31/12/2025,NÃO VIGENTE,0040610072.000082/2024-61
2025,PD&I,IAUPE,3,INOVAÇÃO EM GERENCIAMENTO DE RISCOS E SEGURANÇA DO TRABALHO NA CONSTRUÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,TECLA TÉCNICA CONSTRUÇÕES LTDA.,PRIVADO,CONSTRUÇÃO CIVIL,"R$ 90.000,00",FELIPE MENDES DA CRUZ,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,01/01/2025,30/06/2026,VIGENTE,0040610072.000086/2024-49
2025,PD&I,IAUPE,9,"DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO DAS VEDAÇÕES VERTICAIS DE EDIFICAÇÃO DE MÚLTIPLOS PAVIMENTOS: RACIONALIZAÇÃO CONSTRUTIVA, BIM E DRYWALL",MOOD CE PARQUE DO COCÓ CONSTRUÇÕES LTDA,PRIVADO,CONSTRUÇÃO CIVIL,"R$ 28.200,00",ALBERTO CASADO LORDSLEEM JÚNIOR,NÃO INFORMADO,FORTALEZA-CE,EXTERNO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,18/02/2025,18/07/2025,NÃO VIGENTE,0040610072.000006/2025-36
2025,PD&I,IAUPE,7,"DESENVOLVIMENTO DE SISTEMA DE TELECOMUNICAÇÕES PARA SUPERVISÃO, CONTROLE E AQUISIÇÃO DE DADOS (PILOTO-DRONE E DRONE-DRONE), INCLUINDO A CRIAÇÃO DE PROTOCOLOS DE COMUNICAÇÃO SEGUROS E CONFIÁVEIS.",ACS - INDÚSTRIA AERONÁUTICA LTDA,PRIVADO,INDÚSTRIA AEROESPACIAL,"R$ 580.089,60",EDISON DE QUEIROZ ALBUQUERQUE,NÃO INFORMADO,SÃO JOSÉ DOS CAMPOS - SP,EXTERNO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,28/02/2025,31/01/2028,VIGENTE,0040610072.000010/2025-02
2025,PD&I,IAUPE,9,DESENVOLVIMENTO TECNÓLOGICO E INOVAÇÃO DAS VEDAÇÕES VERTICAIS ATRAVÉS DA RACIONALIZAÇÃO DAS ALVENARIAS E BIM,ESSENCE CONSTRUÇÕES S/A,PRIVADO,CONSTRUÇÃO CIVIL,"R$ 10.500,00",ALBERTO CASADO LORDSLEEM JÚNIOR,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,10/03/2025,10/08/2025,NÃO VIGENTE,0040610072.000011/2025-49
2025,PD&I,IAUPE,6,OTIMIZAÇÃO DA VIDA ÚTIL DO REFRATÁRIO EM FORNOS FLOAT POR MODELAGEM PREDITIVA,COMPANHIA DE VIDROS PLANOS -VIVIX,PRIVADO,INDÚSTRIA DE VIDROS,"R$ 100.000,00",DIEGO JOSÉ RÁTIVA MILLÁN,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,01/04/2025,31/03/2026,NÃO VIGENTE,0040610072.000012/2025-93
2025,PD&I,IAUPE,6,FURNACEVISION: DIGITALIZAÇÃO E AUTOMAÇÃO DA INSPEÇÃO TÉRMICA DO FORNO VIVIX,COMPANHIA DE VIDROS PLANOS -VIVIX,PRIVADO,INDÚSTRIA DE VIDROS,"R$ 100.000,00",DIEGO JOSÉ RÁTIVA MILLÁN,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,01/04/2025,31/03/2026,NÃO VIGENTE,0040610072.000013/2025-38
2025,TERMO DE CONFIABILIDADE,IAUPE,NÃO INFORMADO,DESENVOLVIMENTO DE NOVO SISTEMA DE ARMAZENAMENTO DE ENERGIA PARA APLICAÇÃO EM MICROSSISTEMA ISOLADO DE GERAÇÃO E DISTRIBUIÇÃO DE ENERGIA ELÉTRICA,ACUMULADORES MOURA S.A.,PRIVADO,INDÚSTRIA DE ELETRÔNICOS,"R$ 304.240,00",MANOEL HENRIQUE DE NÓBREGA MARINHO,NÃO INFORMADO,JABOATÃO DOS GUARARAPES - PE,RMR - NÚCLEO OESTE/SUL,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,NÃO INFORMADO,NÃO INFORMADO,VIGENTE,0040610072.000005/2025-91
2025,PD&I,IAUPE,6,DESENVOLVIMENTO DE SOLUÇÃO TOTALMENTE VIA SOFTWARE PARA GRAVAÇÃO EM BIOS EM PLACAS MÃES DA BRAZILPC,POWERPC COMÉRCIO DE EQUIPAMENTOS DE INFORMÁTICA LTDA,PRIVADO,TECNOLOGIA DA INFORMAÇÃO,"R$ 212.057,00",JOÃO FAUSTO LORENZATO DE OLIVEIRA,NÃO INFORMADO,BELO HORIZONTE - MG,EXTERNO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,31/03/2025,31/12/2025,NÃO VIGENTE,0040610072.000016/2025-71
2025,PD&I,IAUPE,6,GILDO - GERAÇÃO DE IMAGENS PARA LOCALIZAÇÃO E DETECÇÃO DE OBJETOS,PUMATRONIX EQUIPAMENTOS ELETRÔNICOS LTDA,PRIVADO,TECNOLOGIA DA INFORMAÇÃO,"R$ 373.500,00",ALEXANDRE MAGNO ANDRADE MACIEL,NÃO INFORMADO,CURITIBA - PR,EXTERNO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,01/04/2025,31/03/2026,NÃO VIGENTE,0040610072.000017/2025-16
2025,PD&I,IAUPE,NÃO INFORMADO,DESENVOLVIMENTO DE MODELOS DE APRENDIZADO DE MÁQUINA PARA SIMULAÇÃO E OTIMIZAÇÃO DE CONTROLES TÉRMICOS EM PLANTA AUTOMOTIVA,FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA. (STELLANTIS),PRIVADO,INDÚSTRIA AUTOMOTIVA,"R$ 54.000,00",ALEXANDRE MAGNO ANDRADE MACIEL,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,02/05/2025,01/07/2025,NÃO VIGENTE,0040610072.000026/2025-15
2025,PD&I,IAUPE,NÃO INFORMADO,FIAJA - FRAMEWORK INTELIGENTE PARA ASSESSORIA JURÍDICA E ADMINISTRATIVA,NEUROLAW DESENVOLVIMENTO DE TECNOLOGIS LTDA,PRIVADO,TECNOLOGIA DA INFORMAÇÃO,"R$ 715.740,00",BRUNO JOSÉ TORRES FERNANDES,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,16/06/2025,15/06/2026,VIGENTE,0040610072.000028/2025-04
2025,RESITEC,IAUPE,2,RESIDÊNCIA TECNOLÓGICA EM INTELIGÊNCIA ARTIFICIAL GENERATIVA PARA O AGRESTE MERIDIONAL DE PERNAMBUCO,HI-MIX ELETRÔNICOS S.A.,PRIVADO,INDÚSTRIA DE ELETRÔNICOS,"R$ 348.037,50",IVALDIR HONÓRIO DE FARIAS JUNIOR,NÃO INFORMADO,CURITIBA - PR,EXTERNO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,01/08/2025,04/04/2026,NÃO VIGENTE,0040610072.000035/2025-06
2025,PD&I,IAUPE,9,DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO DAS VEDAÇÕES VERTICAIS ATRAVÉS DA RACIONALIZAÇÃO DAS ALVENARIAS E BIM.,R NASCIMENTO INCORPORAÇÕES E CONSTRUÇÕES LTDA,PRIVADO,CONSTRUÇÃO CIVIL,"R$ 12.540,00",ALBERTO CASADO LORDSLEEM JÚNIOR,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,01/07/2025,30/11/2025,VIGENTE,0040610072.000036/2025-42
2025,PD&I,IAUPE,3,INOVAÇÃO EM GERENCIAMENTO DE RISCOS E SEGURANÇA DO TRABALHO NA CONSTRUÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS - RESIDÊNCIAS DE ALTO PADRÃO,RIO AVE SUBHOLDING INCORPORAÇÃO LTDA,PRIVADO,CONSTRUÇÃO CIVIL,"R$ 90.000,00",FELIPE MENDES DA CRUZ,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,15/08/2025,31/01/2027,VIGENTE,0040610072.000037/2025-97
2025,PD&I,IAUPE,NÃO INFORMADO,ALERTA ILHA: USO DE SISTEMA DE MONITORAMENTO E GESTÃO DE DESASTRES SOCIOAMBIENTAIS EM UM MUNICÍPIO DE PEQUENO PORTE,PREFEITURA MUNICIPAL DA ILHA DE ITAMARACÁ,PRIVADO,TECNOLOGIA DA INFORMAÇÃO,"R$ 84.000,00",JONAS DA SILVA BEZERRA,NÃO INFORMADO,ILHA DE ITAMARACÁ - PE,RMR - NÚCLEO NORTE,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,NÃO INFORMADO,NÃO INFORMADO,VIGENTE,0040610072.000031/2025-10
2025,PD&I,UPE,NÃO INFORMADO,TCE-PLS FASE 4,TCE-PLS FASE 4,PÚBLICO,NÃO INFORMADO,"R$ 627.051,96",DJALMA SILVA GUIMARÃES JUNIOR,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,NÃO INFORMADO,NÃO INFORMADO,NÃO VIGENTE,NÃO INFORMADO
2025,PD&I,UPE,NÃO INFORMADO,SAD 2 - SEGUNDA EDIÇÃO,SAD 2 - SEGUNDA EDIÇÃO,PÚBLICO,NÃO INFORMADO,"R$ 3.103.390,00",MÁRCIA REJANE OLIVEIRA BARROS CARVALHO MACEDO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,NÃO INFORMADO,NÃO INFORMADO,NÃO VIGENTE,NÃO INFORMADO
2025,PD&I,UPE,NÃO INFORMADO,SECRETARIA DE EDUCAÇÃO,SECRETARIA DE EDUCAÇÃO,PÚBLICO,NÃO INFORMADO,NÃO INFORMADO,RAPHAEL DE FRANÇA E SILVA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,NÃO INFORMADO,NÃO INFORMADO,NÃO VIGENTE,NÃO INFORMADO
2025,RESITEC,UPE,NÃO INFORMADO,RESIDÊNCIA EM PRIMEIRA INFÂNCIA - 2 EDIÇÃO,RESIDÊNCIA EM PRIMEIRA INFÂNCIA - 2 EDIÇÃO,PÚBLICO,NÃO INFORMADO,"R$ 253.392,00",MIRTES RIBEIRO DE LIRA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,NÃO INFORMADO,NÃO INFORMADO,NÃO VIGENTE,NÃO INFORMADO
2025,RESITEC,UPE,NÃO INFORMADO,RESIDÊNCIA JUCEPE,RESIDÊNCIA JUCEPE,PÚBLICO,NÃO INFORMADO,"R$ 2.077.700,00",GIORGE ANDRÉ LANDO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,NÃO INFORMADO,NÃO INFORMADO,NÃO VIGENTE,NÃO INFORMADO
2025,RESITEC,UPE,NÃO INFORMADO,RESIDÊNCIA SCGE,RESIDÊNCIA SCGE,PÚBLICO,NÃO INFORMADO,"R$ 960.000,00",ALEXANDRE MAGNO ANDRADE MACIEL,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,NÃO INFORMADO,NÃO INFORMADO,NÃO VIGENTE,NÃO INFORMADO
2025,PD&I,UPE,NÃO INFORMADO,SECRETARIA DA MULHER,SECRETARIA DA MULHER,PÚBLICO,NÃO INFORMADO,"R$ 62.208,00",FERNANDO DA SILVA CARDOSO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,NÃO INFORMADO,NÃO INFORMADO,NÃO VIGENTE,NÃO INFORMADO
2025,PD&I,UPE,NÃO INFORMADO,TCE - GESTÃO DO CONHECIMENTO,TCE - GESTÃO DO CONHECIMENTO,PÚBLICO,NÃO INFORMADO,"R$ 230.400,00",BARTIRA PEREIRA AMORIM CONFESSOR,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,NÃO INFORMADO,NÃO INFORMADO,NÃO VIGENTE,NÃO INFORMADO
2025,RESITEC,UPE,NÃO INFORMADO,RESIDÊNCIA SEC. TRANFORMAÇÃO DIGITAL,ATI,PÚBLICO,TRANSFORMAÇÃO DIGITAL,"R$ 274.000,00",WYLLIAMS SANTOS,POLI,RECIFE - PE,RMR,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,NÃO INFORMADO,NÃO INFORMADO,VIGENTE,NÃO INFORMADO
2025,PD&I,IAUPE,NÃO INFORMADO,CEHAB,PERIFACLIMA: MONITORAMENTO E ADAPTAÇÃO CLIMÁTICA NOS TERRITÓRIOS PERIFÉRICOS DO ESTADO DE PERNAMBUCO,PÚBLICO,INDÚSTRIA AUTOMOTIVA,"R$ 2.239.294,12",MÁRCIA REJANE OLIVEIRA BARROS CARVALHO MACEDO,POLI,RECIFE - PE,RMR,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,NÃO INFORMADO,NÃO INFORMADO,NÃO VIGENTE,NÃO INFORMADO
2025,PD&I,IAUPE,NÃO INFORMADO,GRAFO DE CONHECIMENTO E GENAI APLICADOS À GESTÃO DE MANUTENÇÃO INDUSTRIAL DA VIVIX,COMPANHIA BRASILEIRA DE VIDROS PLANOS - CBVP - VIVIX,PRIVADO,INDÚSTRIA DE VIDROS,"R$ 51.875,00",DIEGO JOSÉ RÁTIVA MILLÁN,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,01/08/2025,31/03/2026,NÃO VIGENTE,0040610072.000043/2025-44
2025,PD&I,UPE,NÃO INFORMADO,POLITICAS PÚBLICAS PARA MULHERES,SECRETARIA DA MULHER,PÚBLICO,SOCIAL,"R$ 248.000,00",FERNANDO DA SILVA CARDOSO,ARCOVERDE,ARCOVERDE,AGRESTE,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
